Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit
Maximo Blanco,10.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3
David Blanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Blaydes,13.0,3.59,53.0,1.7,57.0,6.64,54.0,33.0,0.0
Arlene Blencowe,0.0,2.31,43.0,2.1,43.0,0.0,0.0,55.0,0.6
Byron Bloodworth,2.0,1.82,28.0,5.18,50.0,0.0,0.0,0.0,0.0
Dashawn Boatwright,1.0,0.0,0.0,52.5,12.0,0.0,0.0,0.0,0.0
Dan Bobish,5.0,2.06,44.0,1.74,34.0,2.44,42.0,0.0,1.6
Mark Bocek,13.0,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3
Kyle Bochniak,7.0,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0
James Bochnovic,2.0,0.65,26.0,3.64,21.0,0.0,0.0,0.0,0.0
Jeremy Boczulak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boetsch,24.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8
Galore Bofando,2.0,3.63,45.0,3.63,54.0,2.37,100.0,50.0,0.0
Jay Bogan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,1.0,3.33,42.0,4.4,44.0,1.0,9.0,50.0,0.0
Derek Bohi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Bohlander,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kotetsu Boku,1.0,2.47,42.0,2.8,53.0,0.0,0.0,0.0,0.0
Kyle Bolt,0.0,7.27,52.0,7.27,45.0,0.0,0.0,0.0,0.0
Denys Bondar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Bondole,0.0,3.35,51.0,2.04,62.0,0.0,0.0,0.0,1.8
Tony Bonello,1.0,0.62,33.0,12.62,10.0,0.0,0.0,0.0,0.0
Jesse Bongfeldt,2.0,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0
Marcos Bonilla,0.0,0.47,12.0,0.47,94.0,0.0,0.0,0.0,0.0
Stephan Bonnar,16.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0
Rogerio Bontorin,6.0,2.82,53.0,3.41,43.0,1.68,43.0,51.0,1.2
Ray Borg,12.0,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.0
Igor Borisov,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calen Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Borralho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Boser,6.0,4.54,55.0,2.7,63.0,0.0,0.0,100.0,0.0
Steve Bosse,3.0,5.99,52.0,5.38,50.0,0.92,33.0,100.0,0.0
Marcus Bossett,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Bostick,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliana Botelho,6.0,2.83,57.0,2.75,50.0,0.92,57.0,80.0,0.0
Francois Botha,1.0,0.0,0.0,1.05,77.0,0.0,0.0,0.0,0.0
Gregory Bouchelaghem,1.0,0.27,21.0,1.53,36.0,0.0,0.0,50.0,0.0
Roy Boughton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rich Bouphanouvong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bourke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Bouscal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai Bowden,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melton Bowen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Bowen,1.0,2.73,57.0,2.05,40.0,0.0,0.0,0.0,0.0
Brian Bowles,10.0,2.36,26.0,2.98,64.0,1.39,70.0,54.0,1.4
Roger Bowling,10.0,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9
Blake Bowman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashe Bowman,1.0,2.43,42.0,4.86,57.0,0.0,0.0,0.0,0.0
Colley  Bradford,1.0,0.43,25.0,1.73,50.0,19.42,50.0,100.0,0.0
Kyle Bradley,4.0,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0
Paul Bradley,4.0,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0
Sean Brady,4.0,4.72,55.0,3.6,63.0,2.69,60.0,100.0,1.2
Ebenezer Fontes Braga,5.0,2.42,50.0,0.42,71.0,0.0,0.0,90.0,0.6
Ramiz Brahimaj,1.0,3.73,36.0,6.14,55.0,0.0,0.0,100.0,0.0
Joe Brammer,2.0,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0
David Branch,9.0,1.66,39.0,1.91,56.0,2.55,32.0,43.0,0.0
Diego Brandao,10.0,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6
Michael Bravo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Bravo,4.0,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0
Mike Breeden,1.0,4.0,34.0,5.87,47.0,0.0,0.0,77.0,0.0
Tom Breese,9.0,3.34,50.0,2.81,60.0,0.0,0.0,70.0,1.1
Chris Brennan,7.0,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1
Charlie Brenneman,11.0,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0
Robert Breslin,2.0,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0
Mack Brewer,1.0,0.0,0.0,6.67,36.0,0.0,0.0,0.0,0.0
Marcos Brigagao,1.0,3.07,43.0,3.27,25.0,0.0,0.0,36.0,0.0
Jason Brilz,7.0,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3
Marcus Brimage,8.0,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0
Aaron Brink,3.0,3.49,42.0,5.71,57.0,0.0,0.0,0.0,0.0
Henry Briones,5.0,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6
Marcelo Brito,1.0,0.6,20.0,3.53,55.0,0.0,0.0,50.0,0.0
Joanderson Brito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwain Britt,4.0,1.46,39.0,2.81,44.0,1.56,40.0,50.0,0.0
Drew Brokenshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bronzoulis,2.0,1.13,34.0,2.54,37.0,0.0,0.0,33.0,0.0
Jonathan Brookins,6.0,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3
Will Brooks,5.0,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3
Jarred Brooks,4.0,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6
Rob Broughton,3.0,2.83,60.0,2.54,51.0,0.0,0.0,26.0,3.2
Lee Brousseau,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Brown,27.0,3.69,54.0,2.67,55.0,1.56,44.0,63.0,1.4
Mike Brown,14.0,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6
Dominic Brown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Brown,2.0,2.15,45.0,3.85,48.0,0.0,0.0,50.0,0.0
Terrell Brown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederick Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Brown,11.0,3.72,47.0,2.79,53.0,0.98,46.0,71.0,0.7
Damien Brown,6.0,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7
TJ Brown,4.0,3.87,40.0,2.75,51.0,4.07,58.0,36.0,0.6
Humberto Brown Morrison,1.0,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0
Travis Browne,17.0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2
Junie Browning,2.0,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5
Jules Bruchez,1.0,0.69,50.0,5.52,46.0,0.0,0.0,0.0,0.0
Justin Bruckmann,1.0,0.59,66.0,5.91,16.0,0.0,0.0,33.0,0.0
Cody Brundage,1.0,7.97,82.0,6.29,6.0,6.29,33.0,0.0,0.0
Steve Bruno,3.0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4
Fernando Bruno,2.0,1.75,39.0,1.78,48.0,2.02,22.0,56.0,0.5
Derek Brunson,22.0,3.46,47.0,2.72,53.0,3.11,33.0,94.0,0.5
Josh Bryant,1.0,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0
Dennis Bryant,1.0,10.56,59.0,10.56,13.0,0.0,0.0,0.0,0.0
Lucas Brzeski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Buchholz,5.0,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8
Zak Bucia,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Buck,2.0,1.49,28.0,3.24,54.0,0.0,0.0,33.0,0.0
Joaquin Buckley,4.0,4.58,36.0,5.46,51.0,0.6,16.0,100.0,0.0
Martin Buday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Budd,4.0,2.42,74.0,1.18,47.0,3.6,57.0,83.0,0.0
Mike Budnik,4.0,0.65,52.0,0.95,53.0,0.0,0.0,0.0,3.4
Francisco Bueno,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,5.0,4.06,57.0,4.89,47.0,0.0,0.0,73.0,1.6
Paul Buentello,12.0,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4
Modestas Bukauskas,3.0,3.77,35.0,4.36,50.0,0.0,0.0,100.0,0.0
Lee Kwan Bum,1.0,0.71,14.0,0.0,100.0,0.0,0.0,0.0,0.0
Josh Bumgarner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Bunch,0.0,0.0,0.0,1.55,55.0,0.0,0.0,50.0,0.0
Wuliji Buren,3.0,1.63,42.0,2.96,56.0,3.38,42.0,71.0,0.4
Shane Burgos,9.0,7.29,49.0,6.11,58.0,0.27,100.0,89.0,0.1
Joshua Burkman,19.0,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3
Mads Burnell,3.0,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4
Mikey Burnett,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Burns,5.0,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8
Gilbert Burns,17.0,3.22,45.0,3.04,54.0,2.08,35.0,50.0,0.7
Josh Burns,0.0,2.4,48.0,5.73,32.0,0.0,0.0,100.0,0.0
Herbert Burns,4.0,1.67,45.0,5.02,33.0,4.64,83.0,75.0,2.8
Derrick Burnsed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,6.0,4.83,47.0,3.45,56.0,0.0,0.0,52.0,0.3
Martin Buschkamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Bush,1.0,6.35,64.0,2.31,55.0,17.31,66.0,0.0,0.0
Bubba Bush,2.0,0.63,55.0,7.01,25.0,2.82,50.0,60.0,0.0
Dakota Bush,1.0,2.73,39.0,4.47,41.0,1.0,16.0,0.0,0.0
Murilo Bustamante,14.0,1.33,32.0,1.9,60.0,2.46,33.0,54.0,1.2
Nick Bustamante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Bustillos,0.0,2.61,59.0,6.22,35.0,0.0,0.0,100.0,0.0
Jason Butcher,0.0,1.82,40.0,2.73,25.0,13.64,50.0,0.0,0.0
Todd Butler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goldman Butler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Butler,0.0,2.09,14.0,6.69,36.0,0.0,0.0,50.0,0.0
Raphael Butler,0.0,4.69,45.0,0.94,91.0,0.0,0.0,100.0,14.1
JP Buys,3.0,2.66,45.0,3.05,43.0,2.22,50.0,33.0,2.2
Cheyanne Buys,2.0,4.1,53.0,1.67,65.0,0.0,0.0,60.0,0.0
Dennis Buzukja,1.0,3.8,46.0,6.8,35.0,2.0,25.0,100.0,1.0
Charles Byrd,6.0,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5
Steve Byrnes,1.0,1.2,51.0,2.67,27.0,3.0,60.0,0.0,4.0
Michael Byrnes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Cabral,6.0,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2
Alvin Cacdac,5.0,1.21,66.0,0.61,0.0,0.0,0.0,0.0,0.0
Alex Caceres,24.0,4.1,50.0,2.82,65.0,0.57,78.0,64.0,0.8
Vince Cachero,2.0,3.29,45.0,6.51,43.0,0.0,0.0,18.0,0.5
Priscila Cachoeira,5.0,3.81,40.0,7.03,41.0,0.0,0.0,63.0,0.0
Travis Calanoc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Calatayud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joanne Calderwood,13.0,6.59,49.0,4.4,53.0,1.8,55.0,58.0,0.5
Darrion Caldwell,0.0,0.85,34.0,0.57,60.0,3.41,66.0,100.0,0.8
Taylor Callens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cynthia Calvillo,9.0,4.18,41.0,3.52,67.0,1.85,44.0,71.0,1.1
Joe Camacho,1.0,0.31,17.0,5.0,42.0,0.0,0.0,0.0,0.0
Frank Camacho,8.0,6.67,46.0,7.31,52.0,1.17,45.0,72.0,0.0
Fabricio Camoes,7.0,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5
Chris Camozzi,19.0,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5
Brian Camozzi,3.0,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7
Mike Campbell,2.0,1.4,26.0,1.4,63.0,5.26,100.0,0.0,0.0
Thomas Campbell,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Campbell,5.0,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0
John Campetella,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagner Campos,1.0,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0
Derek Campos,0.0,2.41,23.0,10.34,44.0,0.0,0.0,0.0,0.0
Will Campuzano,7.0,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2
Aleksa Camur,3.0,3.94,54.0,2.49,57.0,0.84,33.0,20.0,0.0
Chico Camus,8.0,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4
Asbel Cancio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Candelario,1.0,3.87,47.0,1.67,57.0,0.0,0.0,46.0,0.0
Ronaldo Candido,1.0,1.67,42.0,3.87,52.0,8.0,53.0,0.0,5.0
Luiz Cane,9.0,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3
Guido Cannetti,6.0,2.85,51.0,2.17,50.0,2.64,50.0,75.0,0.3
Jared Cannonier,12.0,3.7,52.0,3.09,64.0,0.16,33.0,54.0,0.0
Jose Canseco,1.0,0.78,10.0,4.68,62.0,0.0,0.0,0.0,0.0
Cody Canterbury,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo Cantrell,1.0,3.16,16.0,12.63,0.0,0.0,0.0,0.0,0.0
Steve Cantwell,10.0,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7
Phil Caracappa,1.0,2.93,50.0,4.07,29.0,1.0,8.0,100.0,1.0
Frank Caracci,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gina Carano,8.0,4.5,47.0,2.66,64.0,1.24,66.0,85.0,1.6
Dos Caras Jr.,2.0,0.77,23.0,1.2,59.0,0.0,0.0,72.0,0.0
Bryan Caraway,14.0,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8
Remo Cardarelli,0.0,2.27,47.0,1.47,59.0,0.0,0.0,100.0,0.0
Phil Cardella,2.0,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5
Edgar Cardenas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Cariaso,18.0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8
Ronald Carillo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Carino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Carlo-Clauss,1.0,1.44,30.0,7.68,43.0,0.0,0.0,66.0,0.0
Antonio Carlos Junior,13.0,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8
Spike Carlyle,3.0,2.55,54.0,3.85,30.0,3.34,36.0,57.0,0.5
Francis Carmont,9.0,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6
Liz Carmouche,14.0,2.78,54.0,2.51,61.0,2.57,51.0,65.0,0.3
Roan Carneiro,10.0,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4
Ariane Carnelossi,2.0,5.22,44.0,6.03,47.0,0.0,0.0,25.0,0.0
Luana Carolina,4.0,4.8,51.0,3.27,46.0,0.0,0.0,90.0,1.6
Tim Caron,1.0,0.59,50.0,6.9,12.0,0.0,0.0,0.0,0.0
Gabriel Carrasco,0.0,4.15,37.0,1.53,80.0,0.0,0.0,100.0,0.0
Cody Carrillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cain Carrizosa,2.0,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0
Roger Carroll,0.0,7.62,61.0,10.48,43.0,0.0,0.0,100.0,0.0
Jonny Carson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Carson,1.0,0.62,66.0,6.22,23.0,0.0,0.0,0.0,0.0
Shonie Carter,7.0,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0
Bruno Carvalho,1.0,0.6,45.0,0.93,53.0,0.0,0.0,66.0,4.0
Antonio Carvalho,4.0,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0
Rafael Carvalho,0.0,1.94,50.0,1.84,54.0,2.77,40.0,70.0,0.0
Shane Carwin,7.0,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0
Johnny Case,6.0,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2
Kevin Casey,9.0,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4
Cortney Casey,13.0,4.33,38.0,4.19,52.0,0.28,27.0,38.0,0.6
Brandon Cash,2.0,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0
Bendy Casimir,2.0,0.74,27.0,3.42,54.0,0.0,0.0,100.0,0.0
Dwayne Cason,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Cason,1.0,4.17,55.0,10.83,23.0,0.0,0.0,0.0,0.0
John Castaneda,3.0,4.17,49.0,5.07,55.0,0.86,25.0,60.0,0.0
Eric Castile,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Castillo,3.0,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0
Danny Castillo,22.0,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2
Raul Castillo,3.0,1.47,48.0,3.27,60.0,0.0,0.0,0.0,0.0
Jenna Castillo,1.0,3.24,56.0,2.01,57.0,1.68,100.0,100.0,0.0
Tim Catalfo,1.0,0.39,100.0,0.77,33.0,0.0,0.0,0.0,0.0
Nick Catone,8.0,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5
Luke Caudillo,3.0,1.97,28.0,5.07,55.0,0.44,20.0,85.0,0.0
Gesias Cavalcante,8.0,1.98,35.0,3.11,51.0,1.25,36.0,66.0,1.1
Rafael Cavalcante,15.0,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1
Magnus Cedenblad,6.0,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0
Yosdenis Cedeno,4.0,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3
Henry Cejudo,12.0,3.92,45.0,2.77,65.0,2.12,33.0,93.0,0.2
Adam Cella,1.0,1.91,42.0,2.61,51.0,3.92,75.0,50.0,1.3
Donald Cerrone,47.0,4.43,46.0,4.49,53.0,1.18,33.0,74.0,1.2
Jared Chaffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Chagas,4.0,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3
Ansar Chalangov,2.0,0.68,66.0,1.69,54.0,0.0,0.0,0.0,7.6
Alex Chambers,5.0,2.97,54.0,5.1,50.0,2.31,41.0,53.0,1.0
Michael Chandler,4.0,4.49,50.0,3.87,49.0,2.03,41.0,71.0,1.6
Donnie Chappell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Charles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Charles,0.0,2.82,45.0,3.51,44.0,0.0,0.0,31.0,0.0
Ernest Chavez,3.0,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0
Emilio Chavez,0.0,2.73,48.0,1.53,54.0,3.0,50.0,0.0,0.0
Danny Chavez,2.0,2.93,39.0,4.17,53.0,2.5,100.0,84.0,0.0
Gabriel Checco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Cheng,1.0,1.0,41.0,2.6,71.0,0.0,0.0,0.0,0.0
Fabio Cherant,2.0,1.0,30.0,6.73,31.0,0.0,0.0,0.0,0.0
Ion Cherdivara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Cherico,1.0,3.69,34.0,7.37,56.0,5.03,50.0,0.0,0.0
Macy Chiasson,6.0,4.16,49.0,2.17,46.0,0.98,21.0,64.0,0.5
Michael Chiesa,15.0,1.89,40.0,1.71,54.0,3.6,52.0,68.0,0.9
Giga Chikadze,7.0,3.55,44.0,2.67,60.0,0.38,33.0,68.0,0.0
Khamzat Chimaev,3.0,9.03,72.0,0.1,66.0,4.67,75.0,0.0,3.1
Sako Chivitchian,1.0,2.4,27.0,4.8,46.0,0.0,0.0,100.0,0.0
Mu Bae Choi,5.0,1.55,49.0,3.65,44.0,3.12,75.0,60.0,1.0
Hong Man Choi,4.0,1.32,26.0,1.46,36.0,0.71,100.0,84.0,0.0
Dooho Choi,6.0,5.32,51.0,6.38,53.0,0.41,20.0,50.0,0.0
SeungWoo Choi,5.0,3.17,41.0,2.45,46.0,1.03,57.0,66.0,0.0
John Cholish,4.0,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4
Ryo Chonan,14.0,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3
Katlyn Chookagian,13.0,4.57,35.0,4.37,62.0,0.25,15.0,52.0,0.4
Will Chope,1.0,4.43,27.0,9.93,46.0,0.0,0.0,0.0,0.0
Joachim Christensen,4.0,3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0
Dan Christison,2.0,4.23,51.0,3.88,54.0,0.0,0.0,37.0,1.1
Anthony Christodoulou,2.0,2.19,26.0,5.9,45.0,0.0,0.0,40.0,0.0
Murad Chunkaiev,1.0,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0
Cameron Church,1.0,4.0,40.0,4.93,50.0,0.0,0.0,60.0,1.0
Steven Ciaccio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Ciesnolevicz,2.0,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1
Hannah Cifers,7.0,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3
Branko Cikatic,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikolajus Cilkinas,1.0,0.0,0.0,5.88,16.0,0.0,0.0,0.0,0.0
Misha Cirkunov,10.0,4.18,51.0,3.22,60.0,4.28,57.0,71.0,2.3
Johnny Cisneros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laverne Clark,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Clark,4.0,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1
Mychal Clark,1.0,5.8,56.0,2.9,59.0,0.0,0.0,0.0,0.0
Dominic Clark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heather Clark,3.0,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3
Devin Clark,11.0,3.33,57.0,2.43,48.0,2.7,36.0,76.0,0.1
Jessica-Rose Clark,5.0,4.68,51.0,3.98,60.0,1.01,55.0,73.0,0.4
John Clarke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Clarke,7.0,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4
Rich Clementi,11.0,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1
Chris Clements,5.0,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3
RJ Clifford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Clopton,2.0,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0
Brian Cobb,1.0,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0
Darryl Cobb,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Cochran,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota Cochrane,0.0,2.66,75.0,2.66,30.0,4.43,33.0,0.0,0.0
Marloes Coenen,6.0,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5
Marc Cofer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Cofer,2.0,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0
Chris Coggins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Colares,4.0,2.15,51.0,4.22,38.0,2.0,23.0,38.0,0.8
Wayne Cole,2.0,0.57,20.0,8.33,27.0,4.31,25.0,0.0,4.3
Devin Cole,5.0,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0
Coltin Cole,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Cole,0.0,2.68,36.0,4.69,46.0,0.0,0.0,0.0,0.0
Mark Coleman,26.0,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8
Cortez Coleman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clay Collard,4.0,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5
Jamie Colleen,2.0,3.11,61.0,5.66,33.0,0.52,33.0,50.0,1.6
Jake Collier,9.0,4.92,41.0,4.09,53.0,0.57,23.0,67.0,0.4
Christian Colombo,3.0,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0
Wes Combs,2.0,2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0
Carlos Condit,24.0,3.63,39.0,2.49,56.0,0.62,54.0,39.0,1.0
Chris Condo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
